address,version,entity
8002A25EABEEE07E8B63D3EE11AB15B23B6EA2D677D680DD1279059AA049D9F8343ECFBC993A7EE4A21D1692C9216483,ETH2.0,stakefish
8006A2C0A939B55CFA74B7465BBCE7F196071ED21895E34DA55D65549EBB2FDF53A7611E6F5C4F678220C7425E505DE3,ETH2.0,stakefish
8006B4893BD9D182EB68502DFF456C91DFF95BF06BDCF18668A018663C49DB1C0E12EAAE17F0AE9AFAC331DDD6C306EE,ETH2.0,stakefish
8007143531905286F8201C25B5775C52A83875A983331913CB7ACF3DEFB71F31BED32159F71F4D813AC21862E787A87E,ETH2.0,stakefish
8007212BF5BB5F021F26C616D67227D8545C076DF0BE433A3762344C60E669F0DE4D962A16ADAFE6C2F5698D63AA15F1,ETH2.0,stakefish
800803F68BBF291C84B5D11394D6FCCEAD4196B4AAE5DD70194B9C3716ABE780292163A49F9D5105A81A1ACB4A99E691,ETH2.0,stakefish
800852E28E1B3B9DF47DCA403AAA30411A1F5E31D3323FC7B44EBC4665C94FBD80D4D8A265B90CB072ED4D3ACCC82FA7,ETH2.0,stakefish
800A243B48D4CD228B55D6FBAEF3A1829554472515E96CF4FE397B2E5D7945DDB57A201831C57CF6BE82CD4B50DF7FAF,ETH2.0,stakefish
800DAD03CFFF228946D7C1687FC6B0760D9810CDF62B1C3D182620919EB44A0D76D5045F87888D603E140858C19599B7,ETH2.0,stakefish
800E6D70391B13E8DB4C5F97596FA921DE39691A9188BAB16606AF05F996C16D5A79F2B878512539ACDFF223F4FD53F7,ETH2.0,stakefish
800F53BF9960B7CA9A0061C7ED5BE2835345F8A7EEEDCBD1A60A293113FB72E1BED06818710BF3EA01F0D4085C659E4D,ETH2.0,stakefish
800F8167B15B55069CACFB9FE2635D76CB38C0BFEE1CDA4E125BE65AFBCF51852DEBCFB4C93E55A098F8D33380D93526,ETH2.0,stakefish
800FA9F9ECEF3558041C00969B3958895D66FD16389FB61FFFFB733942790BD1D01F3CCE06634CB7254F9EAD7F25D4DA,ETH2.0,stakefish
800FF9661E2183B19541E20687311DCF8A1D43682407F6EF4A80105BF682D7506953A9382512FC8608A1E64B40364778,ETH2.0,stakefish
80109116381828BF762EBF1C6A70270D1A6DDA75D566D4BF704477DE20ACCA595D4A514E2B46C4E04A4195E58A779E05,ETH2.0,stakefish
8011A4BAA24D182665726006E8BF6B86FD46861B2ED9344628F984606A7532FC24370115022B8D937AD770C1A2A04C7A,ETH2.0,stakefish
80126BCF0406FE3B403E7D7E2DF027D484BA6880CEAD82D6F22193FC6FD1C597F56EF2473957322A696CB136514E634A,ETH2.0,stakefish
8012A2B091E2E4ADAB5F5B339E874C809885A783D06F3116BC8C5C024A5F88EB28B284A7E1C228CBFC36FB4E129D78DE,ETH2.0,stakefish
801366DE17C8FF45883FCF56E98C87AF4F7870BF70C9FB5E6BCB0865422216E10CAE9069C322B431F527CB8196F38E52,ETH2.0,stakefish
8016832893C791FB4FCC9B4EF4DAD4AB0BD9F5F6EB0518A5F1D0BF43D6A99F779F45FFEBC0E6FCD2619113CB1829E71A,ETH2.0,stakefish
801856A05B3867E7FAD3344019D2412B6F7633C951A06CBF42149F4D8A59DAFDFA2B06C5CDF804F8969FAF46645FAEE4,ETH2.0,stakefish
801AAE7AEA63F6169C4E75DEA0E46D72B3FB36B097BC69E861001604BFFEB43CC19CEDA130179BD67770DFF469B84268,ETH2.0,stakefish
801B7888026F2FED852D3B62B4F7EAD940F57A0A98A8575EF794C53F88F1140735713A104BE2A7EB858FC0245808D7C9,ETH2.0,stakefish
801CBE3EED1483EFD8A09292793E2C812E7D6C2225DC12E29AC32D3FD8AE8B7614E92BF5E7344CCA73A35F4950EB65E7,ETH2.0,stakefish
802036F01DE829E099091E1C5974402D3E2200D9A307D358E2DF847739695B6DBF4A57CB1E56ADFFE54E3758E133EA6A,ETH2.0,stakefish
8021E624AF0287D8B1BE94805D577148E78777B605F25446FB07710ED2986F790F17C80A3896D5229F5F2C820E2D60FC,ETH2.0,stakefish
802219201929BD2870B7DC283825B1DCB5FA2422F1981748F5FDFE21149C54FF9861DF0EB5F1BDC21BFFA18E0D2FC6E7,ETH2.0,stakefish
